Student Id,Marital status,Application mode,Application order,Course,Daytime/evening attendance	,Previous qualification,Previous qualification (grade),Nacionality,Mother's qualification,Father's qualification,Mother's occupation,Father's occupation,Admission grade,Displaced,Educational special needs,Debtor,Tuition fees up to date,Gender,Scholarship holder,Age at enrollment,International,Curricular units 1st sem (credited),Curricular units 1st sem (enrolled),Curricular units 1st sem (evaluations),Curricular units 1st sem (approved),Curricular units 1st sem (grade),Curricular units 1st sem (without evaluations),Curricular units 2nd sem (credited),Curricular units 2nd sem (enrolled),Curricular units 2nd sem (evaluations),Curricular units 2nd sem (approved),Curricular units 2nd sem (grade),Curricular units 2nd sem (without evaluations),Unemployment rate,Inflation rate,GDP
7572,1.0,7.0,1.0,9119.0,1.0,40.0,130.0,1.0,1.0,1.0,4.0,4.0,130.0,0.0,0.0,0.0,1.0,,0.0,27.0,0.0,4.0,6.0,6.0,6.0,13.166666666666666,0.0,2.0,5.0,7.0,5.0,15.142857142857142,0.0,11.1,0.6,2.02
8241,1.0,17.0,1.0,9130.0,1.0,1.0,143.0,1.0,3.0,3.0,2.0,2.0,131.8,1.0,0.0,1.0,0.0,0.0,0.0,18.0,0.0,0.0,6.0,9.0,5.0,12.4,0.0,0.0,6.0,12.0,5.0,14.166666666666666,0.0,8.9,1.4,3.51
5152,1.0,1.0,1.0,9147.0,1.0,1.0,140.0,1.0,19.0,19.0,9.0,9.0,124.3,1.0,0.0,0.0,1.0,,1.0,18.0,0.0,0.0,5.0,8.0,4.0,10.75,0.0,0.0,5.0,5.0,5.0,13.0,0.0,12.4,0.5,1.79
5323,4.0,43.0,1.0,9238.0,1.0,1.0,120.0,1.0,37.0,37.0,9.0,9.0,110.0,0.0,0.0,1.0,1.0,0.0,0.0,34.0,0.0,0.0,6.0,13.0,4.0,11.25,0.0,0.0,6.0,8.0,4.0,13.75,0.0,13.9,-0.3,0.79
7942,1.0,39.0,1.0,9991.0,0.0,1.0,133.1,1.0,37.0,37.0,9.0,9.0,143.2,0.0,0.0,,1.0,1.0,0.0,35.0,0.0,0.0,5.0,5.0,0.0,0.0,0.0,0.0,5.0,5.0,0.0,0.0,0.0,11.1,0.6,2.02
4063,1.0,39.0,,8014.0,0.0,1.0,120.0,1.0,1.0,1.0,4.0,4.0,,0.0,0.0,0.0,1.0,0.0,0.0,27.0,0.0,0.0,6.0,6.0,6.0,12.5,0.0,1.0,6.0,6.0,6.0,12.333333333333334,0.0,15.5,2.8,-4.06
5026,,1.0,1.0,9500.0,1.0,1.0,148.0,1.0,3.0,3.0,2.0,2.0,137.3,1.0,0.0,0.0,1.0,0.0,0.0,19.0,0.0,0.0,7.0,7.0,6.0,14.266666666666666,0.0,0.0,7.0,unidentified,6.0,14.266666666666666,0.0,7.6,2.6,0.32
5508,1.0,17.0,1.0,9147.0,1.0,1.0,139.0,1.0,1.0,38.0,6.0,6.0,143.6,1.0,0.0,,1.0,1.0,0.0,18.0,0.0,0.0,5.0,9.0,0.0,0.0,0.0,0.0,5.0,5.0,0.0,0.0,0.0,7.6,2.6,0.32
7649,2.0,43.0,1.0,9991.0,0.0,1.0,140.0,,37.0,37.0,4.0,9.0,100.0,0.0,0.0,not recorded,0.0,0.0,0.0,31.0,0.0,2.0,6.0,10.0,4.0,11.75,0.0,0.0,5.0,6.0,1.0,10.0,0.0,12.7,,-1.7
1655,1.0,1.0,4.0,9500.0,1.0,,135.0,1.0,37.0,37.0,9.0,8.0,123.0,1.0,0.0,0.0,1.0,0.0,1.0,18.0,0.0,unidentified,8.0,8.0,7.0,13.381428571428572,0.0,0.0,8.0,8.0,7.0,13.381428571428572,0.0,10.8,1.4,1.74
9384,1.0,1.0,1.0,9670.0,1.0,1.0,143.0,1.0,3.0,38.0,2.0,9.0,144.1,1.0,0.0,0.0,1.0,0.0,0.0,19.0,0.0,0.0,6.0,7.0,5.0,12.6,0.0,0.0,6.0,10.0,5.0,12.375,0.0,,1.4,1.74
3240,1.0,1.0,1.0,9500.0,1.0,1.0,136.0,1.0,1.0,1.0,4.0,4.0,123.8,0.0,0.0,0.0,1.0,0.0,,19.0,0.0,0.0,7.0,10.0,6.0,11.614285714285714,0.0,0.0,8.0,8.0,,14.0375,0.0,13.9,-0.3,0.79
1613,1.0,17.0,not recorded,171.0,1.0,1.0,129.0,1.0,1.0,1.0,9.0,9.0,124.8,1.0,0.0,0.0,1.0,1.0,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.7,3.7,
8677,1.0,42.0,1.0,171.0,1.0,1.0,132.0,1.0,1.0,1.0,1.0,4.0,132.0,1.0,0.0,0.0,1.0,0.0,0.0,19.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.7,3.7,-1.7
9204,1.0,,1.0,9085.0,1.0,39.0,,,19.0,37.0,4.0,7.0,150.0,1.0,0.0,0.0,1.0,0.0,0.0,,0.0,2.0,,8.0,6.0,14.142857142857142,0.0,1.0,6.0,7.0,6.0,13.0,0.0,13.9,-0.3,0.79
4394,1.0,1.0,1.0,171.0,1.0,1.0,156.0,1.0,19.0,38.0,9.0,5.0,,1.0,0.0,0.0,1.0,1.0,unidentified,22.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.6,2.6,0.32
7363,2.0,39.0,1.0,8014.0,0.0,1.0,140.0,,37.0,3.0,9.0,10.0,172.0,0.0,0.0,0.0,1.0,1.0,0.0,44.0,0.0,5.0,11.0,21.0,9.0,12.333333333333334,0.0,8.0,11.0,16.0,9.0,11.0,0.0,12.4,0.5,1.79
5831,2.0,39.0,1.0,33.0,1.0,1.0,120.0,1.0,38.0,1.0,9.0,5.0,153.8,0.0,0.0,1.0,1.0,,0.0,35.0,0.0,0.0,7.0,9.0,0.0,0.0,0.0,0.0,7.0,8.0,0.0,0.0,0.0,11.1,0.6,2.02
5911,1.0,5.0,4.0,9853.0,1.0,1.0,116.0,1.0,3.0,38.0,3.0,8.0,110.4,1.0,0.0,0.0,1.0,0.0,0.0,21.0,0.0,0.0,6.0,9.0,5.0,12.6,0.0,0.0,6.0,9.0,not known,11.666666666666666,0.0,9.4,-0.8,-3.12
4240,1.0,39.0,1.0,9991.0,0.0,40.0,140.0,1.0,1.0,19.0,9.0,9.0,139.0,0.0,0.0,0.0,1.0,0.0,0.0,27.0,0.0,0.0,5.0,5.0,,15.8,0.0,0.0,5.0,,5.0,14.8,0.0,8.9,,3.51
3382,1.0,17.0,1.0,8014.0,0.0,1.0,141.0,1.0,34.0,34.0,0.0,0.0,not known,0.0,0.0,0.0,1.0,0.0,0.0,24.0,0.0,0.0,6.0,7.0,6.0,12.833333333333334,0.0,0.0,6.0,8.0,6.0,12.0,0.0,7.6,2.6,0.32
8346,1.0,17.0,1.0,9500.0,1.0,1.0,157.0,1.0,19.0,3.0,4.0,9.0,138.8,0.0,0.0,0.0,1.0,1.0,0.0,18.0,0.0,0.0,8.0,8.0,7.0,13.55714285714286,0.0,0.0,8.0,8.0,7.0,13.55714285714286,0.0,12.7,3.7,-1.7
9321,1.0,17.0,2.0,9147.0,1.0,1.0,133.1,1.0,1.0,1.0,4.0,4.0,95.0,0.0,0.0,0.0,1.0,1.0,,20.0,0.0,0.0,5.0,14.0,0.0,0.0,,0.0,5.0,5.0,0.0,0.0,0.0,11.1,0.6,2.02
4920,,44.0,1.0,171.0,1.0,39.0,140.0,1.0,3.0,3.0,2.0,2.0,140.0,0.0,0.0,1.0,1.0,1.0,0.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.5,2.8,-4.06
4614,1.0,1.0,6.0,9500.0,1.0,1.0,117.0,not recorded,4.0,12.0,5.0,9.0,119.8,1.0,0.0,0.0,,0.0,0.0,18.0,0.0,0.0,7.0,7.0,7.0,13.877142857142855,0.0,0.0,8.0,8.0,8.0,15.6625,0.0,12.4,0.5,1.79
3496,1.0,17.0,2.0,9500.0,1.0,1.0,127.0,1.0,19.0,37.0,9.0,7.0,121.3,1.0,0.0,0.0,1.0,0.0,1.0,20.0,0.0,0.0,8.0,8.0,7.0,12.464285714285714,0.0,0.0,8.0,8.0,7.0,12.464285714285714,0.0,10.8,1.4,1.74
8935,1.0,17.0,1.0,9254.0,1.0,1.0,102.0,1.0,,37.0,7.0,7.0,102.0,0.0,0.0,0.0,1.0,0.0,0.0,19.0,0.0,0.0,6.0,8.0,5.0,11.8,0.0,0.0,6.0,8.0,5.0,11.6,0.0,10.8,1.4,1.74
5100,4.0,39.0,1.0,9556.0,1.0,1.0,160.0,1.0,19.0,3.0,9.0,2.0,130.0,0.0,0.0,0.0,1.0,0.0,0.0,not recorded,0.0,0.0,7.0,14.0,,11.95,0.0,0.0,8.0,15.0,7.0,12.042857142857144,0.0,12.7,3.7,unidentified
1627,1.0,51.0,1.0,33.0,1.0,1.0,121.0,1.0,19.0,37.0,5.0,7.0,118.6,0.0,0.0,0.0,1.0,0.0,0.0,26.0,0.0,14.0,21.0,23.0,,13.181818181818182,0.0,10.0,14.0,18.0,14.0,11.642857142857142,0.0,8.9,1.4,3.51
6939,4.0,7.0,1.0,9500.0,1.0,40.0,130.0,1.0,19.0,19.0,4.0,6.0,130.0,0.0,0.0,0.0,0.0,0.0,0.0,42.0,0.0,2.0,7.0,10.0,5.0,12.62,0.0,3.0,7.0,11.0,3.0,14.166666666666666,0.0,12.4,0.5,1.79
1184,1.0,1.0,1.0,9119.0,1.0,1.0,126.0,1.0,38.0,19.0,5.0,5.0,130.2,0.0,0.0,0.0,1.0,1.0,0.0,19.0,0.0,0.0,5.0,7.0,5.0,10.2,0.0,0.0,5.0,8.0,3.0,12.0,,10.8,1.4,1.74
3932,1.0,39.0,1.0,9991.0,0.0,1.0,160.0,41.0,37.0,19.0,9.0,9.0,160.0,0.0,0.0,0.0,1.0,0.0,1.0,,1.0,0.0,5.0,13.0,4.0,10.5,0.0,0.0,5.0,10.0,4.0,10.5,0.0,15.5,2.8,-4.06
5379,1.0,44.0,1.0,,1.0,39.0,170.0,1.0,19.0,2.0,9.0,3.0,170.0,0.0,0.0,0.0,0.0,1.0,0.0,26.0,0.0,2.0,8.0,14.0,8.0,15.125,0.0,1.0,6.0,12.0,6.0,13.666666666666666,0.0,11.1,0.6,2.02
5609,1.0,44.0,1.0,9070.0,1.0,39.0,150.0,1.0,12.0,unidentified,3.0,9.0,147.7,0.0,0.0,1.0,1.0,0.0,1.0,22.0,0.0,2.0,7.0,7.0,7.0,13.571428571428571,0.0,5.0,9.0,not recorded,9.0,13.77777777777778,0.0,12.4,0.5,1.79
5288,1.0,17.0,1.0,9670.0,1.0,1.0,134.0,1.0,19.0,37.0,5.0,5.0,125.3,1.0,0.0,0.0,1.0,1.0,1.0,not recorded,0.0,0.0,6.0,7.0,4.0,13.75,0.0,0.0,6.0,10.0,6.0,11.555555555555555,0.0,10.8,1.4,1.74
8183,4.0,39.0,1.0,9500.0,1.0,19.0,133.1,1.0,37.0,37.0,5.0,7.0,not recorded,0.0,0.0,0.0,0.0,0.0,0.0,40.0,0.0,0.0,8.0,11.0,5.0,11.832,4.0,0.0,8.0,11.0,not known,11.832,4.0,9.4,-0.8,-3.12
2567,1.0,17.0,1.0,171.0,1.0,1.0,114.0,1.0,19.0,38.0,9.0,7.0,129.1,0.0,0.0,0.0,1.0,1.0,1.0,23.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.4,-0.8,-3.12
5071,1.0,1.0,4.0,171.0,1.0,1.0,132.0,1.0,1.0,19.0,4.0,5.0,138.0,1.0,0.0,1.0,0.0,1.0,0.0,19.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.5,2.8,-4.06
2371,1.0,7.0,1.0,9085.0,1.0,40.0,150.0,1.0,19.0,19.0,9.0,5.0,150.0,0.0,0.0,1.0,0.0,0.0,0.0,26.0,0.0,0.0,3.0,3.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,,8.9,unidentified,3.51
4367,1.0,1.0,1.0,9238.0,1.0,1.0,135.0,,,38.0,4.0,6.0,122.1,0.0,1.0,1.0,0.0,1.0,0.0,19.0,0.0,0.0,6.0,6.0,4.0,11.5,0.0,0.0,6.0,6.0,5.0,11.0,0.0,8.9,1.4,3.51
2095,1.0,1.0,1.0,9254.0,1.0,1.0,126.0,1.0,1.0,19.0,4.0,4.0,116.9,0.0,0.0,0.0,1.0,1.0,0.0,18.0,0.0,0.0,6.0,8.0,6.0,13.571428571428571,0.0,0.0,6.0,,5.0,11.8,0.0,8.9,1.4,3.51
3335,1.0,39.0,1.0,9003.0,1.0,1.0,133.1,6.0,1.0,1.0,192.0,144.0,not recorded,0.0,0.0,0.0,1.0,1.0,0.0,24.0,1.0,0.0,7.0,7.0,7.0,13.571428571428571,0.0,0.0,6.0,9.0,5.0,13.4,0.0,8.9,not recorded,3.51
4019,1.0,17.0,1.0,9147.0,1.0,1.0,131.0,1.0,1.0,37.0,3.0,,120.2,0.0,0.0,0.0,1.0,0.0,0.0,19.0,0.0,0.0,5.0,10.0,5.0,13.285714285714286,0.0,not known,5.0,8.0,5.0,13.0,0.0,12.7,3.7,-1.7
6141,1.0,1.0,6.0,,1.0,1.0,144.0,1.0,1.0,19.0,9.0,4.0,130.8,1.0,0.0,0.0,unidentified,0.0,1.0,19.0,0.0,0.0,8.0,8.0,unidentified,14.214285714285714,0.0,0.0,8.0,,7.0,14.214285714285714,0.0,12.7,3.7,-1.7
8213,1.0,1.0,1.0,9147.0,1.0,1.0,130.0,1.0,38.0,37.0,9.0,9.0,124.8,1.0,0.0,0.0,1.0,1.0,0.0,22.0,0.0,0.0,5.0,9.0,0.0,0.0,0.0,0.0,5.0,5.0,not recorded,12.0,0.0,7.6,2.6,0.32
8079,1.0,44.0,1.0,9238.0,1.0,39.0,130.0,1.0,38.0,,6.0,9.0,126.3,1.0,0.0,0.0,1.0,0.0,1.0,19.0,0.0,3.0,6.0,7.0,5.0,12.2,0.0,2.0,6.0,6.0,6.0,11.5,0.0,13.9,-0.3,0.79
3679,1.0,not recorded,1.0,9147.0,1.0,1.0,135.0,1.0,37.0,38.0,9.0,9.0,128.0,1.0,0.0,1.0,1.0,0.0,1.0,18.0,0.0,0.0,5.0,,5.0,12.8,0.0,0.0,5.0,5.0,5.0,13.0,0.0,11.1,0.6,2.02
8259,1.0,,1.0,9085.0,1.0,1.0,120.0,1.0,,19.0,90.0,90.0,127.0,0.0,0.0,0.0,1.0,0.0,0.0,,0.0,0.0,,7.0,3.0,12.0,0.0,0.0,5.0,7.0,5.0,13.2,0.0,7.6,unidentified,0.32
4297,1.0,43.0,1.0,9003.0,1.0,1.0,119.0,1.0,37.0,37.0,9.0,6.0,119.0,0.0,0.0,1.0,not recorded,1.0,0.0,23.0,0.0,0.0,6.0,6.0,0.0,0.0,0.0,0.0,6.0,,0.0,0.0,0.0,15.5,2.8,-4.06
8950,1.0,17.0,4.0,9085.0,1.0,1.0,106.0,1.0,37.0,1.0,3.0,9.0,106.0,0.0,0.0,0.0,1.0,0.0,0.0,20.0,0.0,0.0,,9.0,6.0,13.166666666666666,0.0,0.0,6.0,8.0,4.0,14.0,0.0,13.9,-0.3,0.79
8192,1.0,17.0,1.0,9238.0,1.0,1.0,143.0,1.0,19.0,37.0,9.0,,126.2,1.0,0.0,0.0,1.0,0.0,1.0,21.0,0.0,0.0,6.0,7.0,6.0,13.333333333333334,0.0,0.0,6.0,7.0,6.0,13.5,,12.4,0.5,1.79
7369,2.0,39.0,1.0,9238.0,1.0,1.0,120.0,1.0,37.0,37.0,7.0,7.0,134.0,0.0,0.0,0.0,1.0,1.0,1.0,40.0,0.0,0.0,6.0,7.0,6.0,12.333333333333334,0.0,0.0,6.0,10.0,4.0,12.75,0.0,8.9,1.4,3.51
4342,not known,1.0,4.0,9238.0,1.0,1.0,133.1,1.0,1.0,37.0,8.0,9.0,118.0,1.0,0.0,0.0,1.0,0.0,0.0,19.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,12.7,3.7,-1.7
4961,1.0,44.0,1.0,9003.0,1.0,39.0,150.0,1.0,37.0,38.0,4.0,8.0,150.0,,0.0,0.0,1.0,0.0,1.0,21.0,0.0,0.0,6.0,9.0,6.0,12.666666666666666,0.0,0.0,6.0,8.0,5.0,12.8,0.0,13.9,-0.3,0.79
3215,2.0,39.0,2.0,9254.0,1.0,19.0,133.1,1.0,19.0,19.0,9.0,5.0,123.5,,0.0,0.0,1.0,1.0,0.0,,0.0,0.0,6.0,6.0,6.0,13.5,0.0,0.0,6.0,6.0,6.0,13.333333333333334,0.0,12.4,0.5,1.79
6882,1.0,,1.0,9085.0,1.0,1.0,133.0,1.0,38.0,37.0,9.0,7.0,120.1,1.0,0.0,0.0,1.0,,0.0,18.0,0.0,0.0,5.0,8.0,4.0,12.75,1.0,0.0,5.0,10.0,4.0,11.75,0.0,12.7,3.7,-1.7
1382,1.0,1.0,1.0,9500.0,1.0,1.0,136.0,1.0,1.0,19.0,9.0,9.0,131.5,0.0,0.0,0.0,1.0,0.0,1.0,20.0,0.0,0.0,7.0,8.0,6.0,13.863333333333337,0.0,0.0,8.0,9.0,7.0,14.178571428571429,0.0,11.1,0.6,2.02
7049,1.0,39.0,1.0,9003.0,1.0,1.0,133.1,1.0,38.0,,9.0,4.0,120.0,0.0,0.0,0.0,1.0,1.0,0.0,30.0,0.0,0.0,6.0,10.0,6.0,11.375,0.0,0.0,6.0,10.0,5.0,11.6,,13.9,-0.3,0.79
6393,1.0,17.0,6.0,9500.0,1.0,1.0,132.0,1.0,1.0,37.0,8.0,9.0,128.0,1.0,0.0,0.0,1.0,0.0,not recorded,19.0,0.0,0.0,7.0,7.0,7.0,13.467142857142855,0.0,0.0,8.0,9.0,8.0,15.011111111111113,0.0,12.4,not recorded,1.79
7427,1.0,39.0,1.0,9991.0,0.0,1.0,150.0,1.0,1.0,19.0,4.0,8.0,123.0,0.0,0.0,0.0,1.0,1.0,0.0,,0.0,0.0,5.0,8.0,4.0,11.5,0.0,0.0,5.0,9.0,3.0,10.333333333333334,0.0,12.7,3.7,-1.7
2028,1.0,39.0,1.0,8014.0,0.0,40.0,140.0,1.0,19.0,37.0,5.0,9.0,148.0,0.0,0.0,0.0,1.0,0.0,0.0,37.0,0.0,7.0,11.0,11.0,11.0,13.727272727272728,0.0,4.0,8.0,8.0,8.0,14.75,0.0,12.4,0.5,1.79
8382,1.0,1.0,1.0,9085.0,1.0,1.0,121.0,1.0,37.0,,6.0,9.0,121.0,0.0,0.0,0.0,1.0,0.0,0.0,19.0,0.0,0.0,5.0,9.0,4.0,13.75,1.0,0.0,5.0,8.0,4.0,14.5,0.0,7.6,2.6,0.32
6460,1.0,1.0,1.0,9238.0,1.0,1.0,160.0,1.0,38.0,37.0,9.0,7.0,155.5,1.0,0.0,0.0,1.0,0.0,1.0,18.0,0.0,,6.0,7.0,6.0,12.833333333333334,0.0,0.0,6.0,6.0,not recorded,12.166666666666666,0.0,10.8,,1.74
1459,1.0,17.0,1.0,9085.0,1.0,1.0,not known,1.0,38.0,38.0,4.0,9.0,119.1,0.0,0.0,0.0,1.0,0.0,,20.0,0.0,0.0,6.0,8.0,6.0,13.285714285714286,0.0,0.0,6.0,16.0,6.0,11.8,0.0,12.4,0.5,1.79
3359,1.0,1.0,1.0,9130.0,1.0,1.0,133.1,1.0,1.0,1.0,3.0,9.0,138.0,1.0,0.0,0.0,1.0,not known,0.0,20.0,0.0,0.0,6.0,11.0,,13.333333333333334,0.0,0.0,6.0,10.0,6.0,13.0,0.0,16.2,0.3,-0.92
4466,1.0,1.0,1.0,9147.0,1.0,1.0,158.0,,1.0,unidentified,3.0,6.0,155.2,0.0,0.0,0.0,1.0,1.0,1.0,18.0,0.0,0.0,5.0,5.0,5.0,11.8,0.0,0.0,5.0,8.0,3.0,11.0,0.0,9.4,-0.8,-3.12
1701,1.0,1.0,3.0,9070.0,not known,1.0,147.0,1.0,34.0,37.0,5.0,7.0,135.8,1.0,0.0,0.0,1.0,0.0,0.0,20.0,0.0,0.0,6.0,6.0,unidentified,not known,0.0,0.0,6.0,6.0,6.0,13.333333333333334,0.0,9.4,-0.8,-3.12
4488,1.0,44.0,1.0,9003.0,1.0,39.0,130.0,1.0,,3.0,9.0,6.0,130.0,0.0,0.0,0.0,1.0,1.0,1.0,21.0,0.0,unidentified,6.0,15.0,6.0,11.714285714285714,0.0,0.0,6.0,8.0,4.0,11.75,0.0,13.9,-0.3,0.79
3637,1.0,1.0,4.0,9773.0,1.0,1.0,122.0,1.0,41.0,1.0,4.0,3.0,119.6,1.0,0.0,0.0,1.0,0.0,0.0,19.0,0.0,not known,6.0,6.0,4.0,12.0,0.0,0.0,6.0,11.0,3.0,11.333333333333334,,11.1,0.6,2.02
6008,1.0,17.0,2.0,9853.0,1.0,1.0,133.1,1.0,19.0,1.0,9.0,3.0,107.0,1.0,0.0,0.0,1.0,0.0,,20.0,0.0,0.0,7.0,12.0,6.0,11.666666666666666,0.0,0.0,7.0,10.0,,13.0,0.0,16.2,0.3,-0.92
3888,2.0,39.0,1.0,9147.0,1.0,1.0,140.0,1.0,37.0,37.0,6.0,10.0,131.8,0.0,0.0,0.0,1.0,0.0,0.0,35.0,0.0,0.0,5.0,6.0,4.0,14.2,0.0,0.0,5.0,10.0,4.0,11.857142857142858,0.0,10.8,unidentified,1.74
9473,1.0,15.0,1.0,9500.0,1.0,1.0,190.0,108.0,3.0,2.0,122.0,4.0,190.0,1.0,0.0,0.0,1.0,0.0,0.0,18.0,1.0,0.0,7.0,15.0,4.0,11.575,0.0,0.0,7.0,10.0,5.0,12.419999999999998,0.0,12.4,0.5,1.79
3661,1.0,1.0,1.0,9254.0,1.0,1.0,128.0,1.0,19.0,38.0,9.0,9.0,127.0,0.0,not recorded,0.0,,0.0,0.0,19.0,0.0,0.0,6.0,6.0,6.0,12.0,0.0,0.0,6.0,7.0,4.0,12.75,0.0,12.4,0.5,1.79
4702,4.0,39.0,1.0,9238.0,1.0,19.0,133.1,1.0,37.0,37.0,9.0,10.0,103.5,0.0,0.0,0.0,0.0,0.0,0.0,44.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,13.9,-0.3,0.79
5637,unidentified,44.0,1.0,9085.0,not recorded,39.0,120.0,1.0,37.0,37.0,9.0,9.0,120.0,1.0,0.0,1.0,1.0,0.0,0.0,32.0,0.0,0.0,6.0,14.0,,11.5,0.0,0.0,6.0,14.0,3.0,11.0,0.0,16.2,0.3,-0.92
4179,1.0,17.0,2.0,171.0,1.0,1.0,146.0,1.0,3.0,3.0,3.0,3.0,155.1,,0.0,0.0,1.0,0.0,0.0,18.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.9,-0.3,0.79
7278,1.0,18.0,4.0,9119.0,1.0,1.0,134.0,1.0,19.0,38.0,194.0,175.0,124.9,1.0,0.0,1.0,1.0,1.0,0.0,18.0,0.0,0.0,5.0,11.0,3.0,10.666666666666666,0.0,0.0,5.0,9.0,3.0,11.333333333333334,0.0,8.9,1.4,3.51
8746,1.0,1.0,2.0,8014.0,0.0,1.0,96.0,1.0,3.0,1.0,3.0,9.0,100.0,0.0,0.0,0.0,1.0,0.0,0.0,20.0,0.0,0.0,6.0,10.0,5.0,12.0,0.0,0.0,6.0,9.0,4.0,11.25,0.0,9.4,-0.8,-3.12
7664,1.0,1.0,2.0,9853.0,1.0,1.0,123.0,1.0,19.0,1.0,194.0,103.0,115.3,1.0,0.0,0.0,1.0,0.0,0.0,20.0,0.0,0.0,7.0,8.0,6.0,13.5,0.0,0.0,7.0,8.0,6.0,14.0,0.0,11.1,0.6,2.02
6245,1.0,10.0,1.0,9085.0,1.0,1.0,134.0,1.0,37.0,37.0,5.0,5.0,134.0,1.0,0.0,0.0,1.0,0.0,0.0,22.0,0.0,2.0,5.0,7.0,5.0,14.2,0.0,0.0,5.0,10.0,5.0,12.2,,12.7,3.7,-1.7
2236,1.0,1.0,3.0,9500.0,1.0,1.0,133.1,1.0,19.0,19.0,5.0,5.0,108.5,1.0,0.0,0.0,1.0,0.0,0.0,19.0,0.0,0.0,7.0,9.0,7.0,12.60625,not known,0.0,8.0,12.0,6.0,11.9,0.0,12.4,0.5,1.79
1157,1.0,43.0,1.0,9119.0,1.0,1.0,130.0,1.0,37.0,38.0,9.0,9.0,120.0,0.0,0.0,1.0,0.0,0.0,0.0,30.0,0.0,8.0,12.0,17.0,,11.75,0.0,6.0,12.0,19.0,6.0,12.166666666666666,2.0,7.6,2.6,0.32
4108,1.0,39.0,1.0,9991.0,0.0,1.0,150.0,1.0,19.0,37.0,9.0,8.0,138.5,0.0,0.0,0.0,1.0,0.0,0.0,26.0,0.0,,5.0,10.0,4.0,12.0,0.0,0.0,5.0,9.0,4.0,unidentified,0.0,12.7,3.7,-1.7
8013,1.0,39.0,1.0,8014.0,0.0,1.0,133.1,1.0,37.0,37.0,9.0,7.0,129.0,0.0,0.0,0.0,1.0,0.0,0.0,37.0,0.0,0.0,6.0,13.0,4.0,12.0,0.0,0.0,6.0,10.0,3.0,12.0,0.0,16.2,0.3,-0.92
9606,1.0,1.0,4.0,9500.0,1.0,1.0,142.0,1.0,38.0,37.0,9.0,5.0,127.3,1.0,0.0,0.0,1.0,0.0,0.0,18.0,0.0,0.0,8.0,8.0,,15.075714285714286,0.0,0.0,8.0,8.0,7.0,15.075714285714286,0.0,10.8,1.4,1.74
2909,1.0,17.0,1.0,9500.0,1.0,1.0,134.0,1.0,38.0,1.0,9.0,6.0,133.5,1.0,0.0,0.0,1.0,1.0,1.0,20.0,0.0,0.0,7.0,8.0,7.0,11.9725,0.0,0.0,8.0,8.0,8.0,12.65125,0.0,15.5,2.8,-4.06
6057,2.0,39.0,1.0,9991.0,0.0,1.0,147.0,1.0,34.0,34.0,90.0,90.0,111.7,1.0,0.0,,1.0,0.0,0.0,28.0,,0.0,5.0,10.0,,0.0,0.0,0.0,5.0,5.0,0.0,0.0,0.0,7.6,2.6,0.32
9387,1.0,1.0,1.0,171.0,1.0,1.0,137.0,1.0,,19.0,2.0,9.0,122.3,0.0,0.0,0.0,1.0,0.0,0.0,19.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,not known,0.0,0.0,0.0,10.8,1.4,1.74
5167,2.0,1.0,1.0,8014.0,0.0,1.0,151.0,1.0,37.0,37.0,9.0,9.0,152.4,0.0,0.0,0.0,1.0,0.0,0.0,40.0,0.0,0.0,6.0,7.0,6.0,11.333333333333334,0.0,0.0,6.0,7.0,6.0,10.5,0.0,10.8,1.4,1.74
3958,1.0,1.0,1.0,9070.0,1.0,1.0,125.0,1.0,1.0,1.0,4.0,4.0,132.0,0.0,0.0,0.0,0.0,0.0,0.0,18.0,0.0,1.0,6.0,10.0,5.0,12.2,1.0,0.0,6.0,,not known,10.833333333333334,0.0,13.9,-0.3,0.79
5536,1.0,17.0,2.0,9254.0,1.0,1.0,124.0,41.0,19.0,38.0,9.0,9.0,123.3,,0.0,0.0,1.0,0.0,0.0,22.0,1.0,0.0,6.0,7.0,6.0,10.833333333333334,0.0,0.0,6.0,6.0,6.0,10.666666666666666,0.0,13.9,-0.3,0.79
